platform,caption,likes,views,hashtags,caption_length,sentiment,virality_score
Facebook,So proud of this accomplishment! Hard work pays off. 💪,2144,33218,#success #inspiration,10,0.35416666666666663,234.88
Facebook,Absolutely loving this! So much joy and inspiration. ✨,1848,5490,#joy #blessed #positivevibes,9,0.775,226.5
X,Worst experience ever. So frustrating and a waste of time. 👎,2952,38512,#unacceptable #frustration #fail #problem,11,-0.5333333333333333,164.77
X,Absolutely disgusted by this terrible news. A complete disaster. 😠,412,71077,#problem #fail #unacceptable #disaster,10,-0.6333333333333333,136.43
X,Absolutely disgusted by this terrible news. A complete disaster. 😠,50708,207816,#unacceptable #struggle,10,-0.6333333333333333,201.35
YouTube,Captured this moment. #dailyphoto,880,26089,#info #facts #update #daily,4,0.0,184.2
Instagram,Just sharing an update on the project. More details soon.,173,3782,#update #info #facts #news,10,0.5,180.42
X,Reviewing the latest industry report. Interesting findings.,10200,353274,#news #facts #info,7,0.5,232.86
X,Reviewing the latest industry report. Interesting findings.,1924,11150,#info #daily #update #project,7,0.5,164.45
Instagram,What an amazing experience! Definitely a must-see. 🔥,4478,169940,#inspiration #blessed #success #positivevibes,8,0.37500000000000006,232.58
X,Deeply concerned about the future. #crisis #worry,20544,1880968,#problem #unacceptable,7,0.0,232.57
Instagram,Just sharing an update on the project. More details soon.,258,1000,#info #update #news #daily,10,0.5,187.74
YouTube,A quiet afternoon walk in the park. #nature #relax,5868,6382,#info #news #facts #project,9,0.0,232.77
Instagram,What an amazing experience! Definitely a must-see. 🔥,20074,20789,#success #joy #inspiration #positivevibes,8,0.37500000000000006,258.06
X,Worst experience ever. So frustrating and a waste of time. 👎,138,1215,#fail #unacceptable #disaster,11,-0.5333333333333333,93.84
Facebook,Absolutely loving this! So much joy and inspiration. ✨,972719,973065,#happiness #blessed #inspiration #positivevibes,9,0.775,353.77
YouTube,Absolutely disgusted by this terrible news. A complete disaster. 😠,635088,636033,#frustration #problem,10,-0.6333333333333333,353.07
YouTube,A quiet afternoon walk in the park. #nature #relax,100,1000,#facts #project #update #info,9,0.0,153.07
YouTube,Absolutely disgusted by this terrible news. A complete disaster. 😠,100,1000,#struggle #fail,10,-0.6333333333333333,130.73
Instagram,This is unacceptable. Major issues need to be addressed immediately. 😡,2781,3777,#unacceptable #fail #disaster,11,0.0625,172.4
X,Deeply concerned about the future. #crisis #worry,120,1795,#fail #problem #unacceptable #disaster,7,0.0,149.15
Instagram,This is unacceptable. Major issues need to be addressed immediately. 😡,107786,713127,#frustration #disaster #problem,11,0.0625,314.92
Instagram,Good vibes only. Spread happiness! ❤️,100,1819,#inspiration #joy #positivevibes #blessed,6,0.525,120.3
YouTube,Can't believe this happened. Feeling really frustrated and disappointed. 😞,134,1000,#fail #frustration,10,-0.725,156.91
Instagram,Absolutely loving this! So much joy and inspiration. ✨,8493,9109,#happiness #success #positivevibes,9,0.775,178.75
YouTube,Just sharing an update on the project. More details soon.,20456,20974,#project #facts #daily,10,0.5,274.76
Instagram,This is unacceptable. Major issues need to be addressed immediately. 😡,4236,5155,#disaster #fail #struggle,11,0.0625,191.09
Instagram,Good vibes only. Spread happiness! ❤️,43282,2136407,#inspiration #blessed #happiness #positivevibes,6,0.525,295.64
Facebook,Can't believe this happened. Feeling really frustrated and disappointed. 😞,8936,10775,#unacceptable #disaster #struggle,10,-0.725,185.83
Instagram,This is unacceptable. Major issues need to be addressed immediately. 😡,183,1000,#disaster #unacceptable #problem #frustration,11,0.0625,95.65
X,Feeling incredibly happy and grateful today. Best day ever! 😊,135,3029,#positivevibes #joy,10,0.9,119.66
YouTube,This is unacceptable. Major issues need to be addressed immediately. 😡,265,1000,#unacceptable #disaster #fail,11,0.0625,158.15
YouTube,Feeling incredibly happy and grateful today. Best day ever! 😊,12036,74555,#happiness #inspiration,10,0.9,305.31
Facebook,Deeply concerned about the future. #crisis #worry,113,1000,#problem #fail #disaster #struggle,7,0.0,130.33
YouTube,Good vibes only. Spread happiness! ❤️,226940,227076,#positivevibes #joy #blessed,6,0.525,316.01
YouTube,Can't believe this happened. Feeling really frustrated and disappointed. 😞,277,1793,#unacceptable #fail,10,-0.725,155.74
Facebook,Can't believe this happened. Feeling really frustrated and disappointed. 😞,15433,426469,#problem #fail,10,-0.725,240.58
Facebook,A quiet afternoon walk in the park. #nature #relax,5250,62266,#info #daily #update #news,9,0.0,238.69
YouTube,So proud of this accomplishment! Hard work pays off. 💪,207,1952,#positivevibes #joy #inspiration,10,0.35416666666666663,179.16
X,Captured this moment. #dailyphoto,75620,1053484,#project #update #news,4,0.0,268.18
Instagram,Reviewing the latest industry report. Interesting findings.,316907,317625,#daily #info,7,0.5,291.05
Facebook,A quiet afternoon walk in the park. #nature #relax,134,1276,#news #info,9,0.0,126.94
YouTube,Testing out a new feature. Feedback welcome.,13892,2930507,#update #project,7,0.4681818181818182,312.03
YouTube,Deeply concerned about the future. #crisis #worry,505,2602,#fail #problem #struggle,7,0.0,151.17
Facebook,This is unacceptable. Major issues need to be addressed immediately. 😡,269887,270859,#struggle #problem #fail #disaster,11,0.0625,294.89
Instagram,Deeply concerned about the future. #crisis #worry,282,4889,#fail #struggle #problem #frustration,7,0.0,159.61
X,Absolutely loving this! So much joy and inspiration. ✨,11702,23391,#blessed #happiness,9,0.775,225.76
X,Absolutely loving this! So much joy and inspiration. ✨,5899,18623,#success #positivevibes #inspiration,9,0.775,191.32
X,Deeply concerned about the future. #crisis #worry,8577,23411,#problem #frustration,7,0.0,216.43
X,Absolutely loving this! So much joy and inspiration. ✨,4087,8268,#joy #success,9,0.775,185.8
YouTube,Just sharing an update on the project. More details soon.,156,2602,#news #update #daily,10,0.5,189.35
Instagram,Absolutely disgusted by this terrible news. A complete disaster. 😠,283,1295,#struggle #frustration #fail #problem,10,-0.6333333333333333,136.06
Facebook,What an amazing experience! Definitely a must-see. 🔥,600,1034,#inspiration #joy,8,0.37500000000000006,161.52
X,A quiet afternoon walk in the park. #nature #relax,2590,96021,#news #update #facts #daily,9,0.0,141.49
Instagram,Deeply concerned about the future. #crisis #worry,540,10101,#disaster #struggle,7,0.0,175.9
X,A quiet afternoon walk in the park. #nature #relax,8037,18336,#project #news #daily #info,9,0.0,167.43
YouTube,What an amazing experience! Definitely a must-see. 🔥,100,1000,#inspiration #positivevibes,8,0.37500000000000006,145.88
YouTube,Deeply concerned about the future. #crisis #worry,8291,29241,#frustration #struggle #fail #problem,7,0.0,272.33
Instagram,Absolutely loving this! So much joy and inspiration. ✨,100,1094,#blessed #inspiration,9,0.775,148.51
YouTube,This is unacceptable. Major issues need to be addressed immediately. 😡,8459,8771,#problem #struggle #unacceptable #fail,11,0.0625,254.44
Instagram,Captured this moment. #dailyphoto,57689,633667,#project #news #update,4,0.0,280.52
Facebook,Just sharing an update on the project. More details soon.,2800,37900,#news #project #daily,10,0.5,249.37
Facebook,Worst experience ever. So frustrating and a waste of time. 👎,3195,47324,#problem #fail #unacceptable #frustration,11,-0.5333333333333333,210.21
Instagram,Reviewing the latest industry report. Interesting findings.,6402,62568,#info #project #facts #update,7,0.5,239.25
Facebook,Reviewing the latest industry report. Interesting findings.,100,1048,#daily #update #project,7,0.5,159.17
Facebook,Good vibes only. Spread happiness! ❤️,182,1000,#blessed #joy,6,0.525,176.78
Instagram,Good vibes only. Spread happiness! ❤️,2460,53295,#success #positivevibes,6,0.525,200.4
YouTube,Reviewing the latest industry report. Interesting findings.,100,1181,#facts #project #daily,7,0.5,141.49
X,Deeply concerned about the future. #crisis #worry,1831,44257,#unacceptable #frustration,7,0.0,169.19
YouTube,What an amazing experience! Definitely a must-see. 🔥,249499,250372,#joy #positivevibes,8,0.37500000000000006,341.59
Instagram,Deeply concerned about the future. #crisis #worry,3505,33614,#frustration #fail,7,0.0,185.59
X,Testing out a new feature. Feedback welcome.,31188,1235699,#facts #update #news,7,0.4681818181818182,243.94
Instagram,Deeply concerned about the future. #crisis #worry,4291,26943,#fail #frustration,7,0.0,211.67
Instagram,Absolutely disgusted by this terrible news. A complete disaster. 😠,3657,64460,#fail #problem #unacceptable #frustration,10,-0.6333333333333333,210.88
Facebook,Absolutely disgusted by this terrible news. A complete disaster. 😠,327,1000,#problem #unacceptable,10,-0.6333333333333333,155.98
Instagram,So proud of this accomplishment! Hard work pays off. 💪,330,2155,#inspiration #happiness #positivevibes,10,0.35416666666666663,153.11
YouTube,Testing out a new feature. Feedback welcome.,43745,68523,#project #facts #info #news,7,0.4681818181818182,301.46
YouTube,Good vibes only. Spread happiness! ❤️,18879,322209,#inspiration #blessed,6,0.525,317.51
X,Good vibes only. Spread happiness! ❤️,245811,1191712,#joy #success,6,0.525,295.23
YouTube,Deeply concerned about the future. #crisis #worry,287,15656,#problem #disaster,7,0.0,203.1
Facebook,Deeply concerned about the future. #crisis #worry,122,1000,#disaster #unacceptable,7,0.0,111.85
Facebook,Just sharing an update on the project. More details soon.,3117,58359,#update #news,10,0.5,223.82
X,Testing out a new feature. Feedback welcome.,10275,91980,#info #news #update,7,0.4681818181818182,218.44
YouTube,This is unacceptable. Major issues need to be addressed immediately. 😡,84063,106963,#disaster #unacceptable,11,0.0625,296.17
X,So proud of this accomplishment! Hard work pays off. 💪,8345,187878,#happiness #inspiration #success,10,0.35416666666666663,225.58
Instagram,Just sharing an update on the project. More details soon.,4664,78827,#daily #info #facts #update,10,0.5,230.4
Facebook,Absolutely disgusted by this terrible news. A complete disaster. 😠,103,1000,#struggle #fail,10,-0.6333333333333333,126.87
YouTube,Absolutely loving this! So much joy and inspiration. ✨,134512,932624,#blessed #joy #inspiration #success,9,0.775,332.16
YouTube,Just sharing an update on the project. More details soon.,2618,21031,#news #info #daily,10,0.5,221.0
Facebook,A quiet afternoon walk in the park. #nature #relax,124150,981509,#facts #update #info #news,9,0.0,335.94
X,Good vibes only. Spread happiness! ❤️,185620,1274828,#happiness #joy #positivevibes #blessed,6,0.525,286.54
Facebook,Reviewing the latest industry report. Interesting findings.,100,1246,#daily #facts #update,7,0.5,154.78
X,Absolutely loving this! So much joy and inspiration. ✨,1777367,3041325,#happiness #success,9,0.775,291.43
Instagram,A quiet afternoon walk in the park. #nature #relax,54591,71872,#news #update #facts #daily,9,0.0,261.69
Instagram,Deeply concerned about the future. #crisis #worry,221,1000,#disaster #frustration,7,0.0,143.59
Instagram,Just sharing an update on the project. More details soon.,57844,1245464,#project #news,10,0.5,260.13
YouTube,Absolutely loving this! So much joy and inspiration. ✨,1463263,1464154,#positivevibes #success,9,0.775,428.96
Instagram,Deeply concerned about the future. #crisis #worry,7198,50348,#frustration #disaster #fail,7,0.0,182.12
YouTube,Feeling incredibly happy and grateful today. Best day ever! 😊,118,1000,#success #happiness,10,0.9,161.77
Instagram,Testing out a new feature. Feedback welcome.,1415,78264,#project #info #facts,7,0.4681818181818182,195.66
Instagram,Reviewing the latest industry report. Interesting findings.,259,2685,#info #facts,7,0.5,153.35
X,What an amazing experience! Definitely a must-see. 🔥,23199,174181,#success #positivevibes #joy #inspiration,8,0.37500000000000006,212.47
X,Good vibes only. Spread happiness! ❤️,224842,241823,#joy #inspiration #blessed #happiness,6,0.525,231.29
X,Absolutely loving this! So much joy and inspiration. ✨,30742,412912,#joy #inspiration #success,9,0.775,273.87
YouTube,Testing out a new feature. Feedback welcome.,143,2574,#facts #project #news,7,0.4681818181818182,171.48
Facebook,Can't believe this happened. Feeling really frustrated and disappointed. 😞,29265,500972,#disaster #fail #struggle,10,-0.725,271.26
Instagram,A quiet afternoon walk in the park. #nature #relax,266712,2106145,#facts #project #info #news,9,0.0,295.66
YouTube,Reviewing the latest industry report. Interesting findings.,1229,22889,#update #info #daily,7,0.5,239.25
X,Testing out a new feature. Feedback welcome.,9488,81974,#daily #info,7,0.4681818181818182,229.65
Instagram,Absolutely disgusted by this terrible news. A complete disaster. 😠,100,1000,#disaster #unacceptable,10,-0.6333333333333333,96.79
Instagram,Reviewing the latest industry report. Interesting findings.,9010,624902,#project #news #daily #update,7,0.5,240.83
YouTube,Worst experience ever. So frustrating and a waste of time. 👎,5311,18178,#unacceptable #frustration #disaster,11,-0.5333333333333333,258.95
X,Feeling incredibly happy and grateful today. Best day ever! 😊,9074,416657,#happiness #success,10,0.9,228.17
YouTube,This is unacceptable. Major issues need to be addressed immediately. 😡,2652,34756,#disaster #frustration,11,0.0625,241.95
Instagram,Just sharing an update on the project. More details soon.,2136,21645,#facts #update #project,10,0.5,179.06
Instagram,This is unacceptable. Major issues need to be addressed immediately. 😡,1184,56139,#struggle #frustration,11,0.0625,233.18
X,A quiet afternoon walk in the park. #nature #relax,3671,33134,#facts #daily,9,0.0,203.97
